"level" "reps" "arch" "demog_name" "demog_level_sub" "demog_level" "MIG_x" "MIG_y" "xcline" "ycline" "demog" "METAPOP_SIDE_x" "METAPOP_SIDE_y" "Nequal" "isVariableM" "MIG_breaks" "arch_level_sub" "arch_level" "MU_base" "MU_QTL_proportion" "SIGMA_QTN_1" "SIGMA_QTN_2" "SIGMA_K_1" "SIGMA_K_2" "N_traits" "ispleiotropy" "seed"
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-cline-N-to-S_m-constant" 7 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232515
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-equal_m_breaks" 7 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232516
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-equal_m-constant" 7 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232517
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-variable_m-variable" 7 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232518
"mod-polygenic_1-trait__Est-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_1-trait" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232519
"mod-polygenic_1-trait__Est-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_1-trait" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232520
"mod-polygenic_1-trait__Est-Clines_N-equal_m-constant" 7 "mod-polygenic_1-trait" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232522
"mod-polygenic_1-trait__SS-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_1-trait" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232524
"mod-polygenic_1-trait__SS-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_1-trait" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232525
"mod-polygenic_1-trait__SS-Clines_N-equal_m_breaks" 7 "mod-polygenic_1-trait" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232526
"mod-polygenic_1-trait__SS-Clines_N-equal_m-constant" 7 "mod-polygenic_1-trait" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232527
"mod-polygenic_1-trait__SS-Clines_N-variable_m-variable" 7 "mod-polygenic_1-trait" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232528
"mod-polygenic_1-trait__SS-Mtn_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_1-trait" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232529
"mod-polygenic_1-trait__SS-Mtn_N-cline-N-to-S_m-constant" 7 "mod-polygenic_1-trait" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232530
"mod-polygenic_1-trait__SS-Mtn_N-equal_m_breaks" 7 "mod-polygenic_1-trait" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232531
"mod-polygenic_1-trait__SS-Mtn_N-equal_m-constant" 7 "mod-polygenic_1-trait" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232532
"mod-polygenic_1-trait__SS-Mtn_N-variable_m-variable" 7 "mod-polygenic_1-trait" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232533
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232534
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232535
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232537
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232539
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232540
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-equal_m_breaks" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232541
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-equal_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232542
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-variable_m-variable" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232543
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232544
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232545
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-equal_m_breaks" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232546
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-equal_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232547
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-variable_m-variable" 7 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232548
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232549
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232550
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232552
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232554
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232555
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-equal_m_breaks" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232556
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-equal_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232557
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-variable_m-variable" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232558
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232559
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232560
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-equal_m_breaks" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232561
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-equal_m-constant" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232562
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-variable_m-variable" 7 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1232563
"mod-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232564
"mod-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232565
"mod-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232567
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232569
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232570
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-equal_m_breaks" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232571
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-equal_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232572
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-variable_m-variable" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232573
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232574
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232575
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-equal_m_breaks" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232576
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-equal_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232577
"mod-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-variable_m-variable" 7 "mod-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1232578
"mod-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232579
"mod-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232580
"mod-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-equal_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232582
"mod-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232584
"mod-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232585
"mod-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-equal_m_breaks" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232586
"mod-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-equal_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232587
"mod-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-variable_m-variable" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232588
"mod-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232589
"mod-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-cline-N-to-S_m-constant" 7 "mod-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1232590
